Código do Descritor,Descritor,Nível de Complexidade do Texto,Código da Classe,Classes,1EF,2EF,3EF,4EF,5EF,Prio Ped,BNCC,SAEB
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL23,"Reconhecer, relações lógico-discursivas de oposição, marcadas por conjunções mais usuais em poemas.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL24,"Reconhecer, relações lógico-discursivas de condição, marcadas por conjunções mais usuais em poemas.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL25,"Reconhecer, relações lógico-discursivas de adição, marcadas por conjunções mais usuais, em estatutos e leis adaptados ao público infanto-juvenil.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL26,"Reconhecer, relações lógico-discursivas de oposição, marcadas por conjunções mais usuais em estatutos e leis adaptados ao público infanto-juvenil.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL27,"Reconhecer, relações lógico-discursivas de condição, marcadas por conjunções mais usuais em em estatutos e leis adaptados ao público infanto-juvenil.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL28,"Reconhecer, relações lógico-discursivas de adição, marcadas por conjunções mais usuais, em cartas do leitor.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL29,"Reconhecer, relações lógico-discursivas de oposição, marcadas por conjunções mais usuais em cartas do leitor.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL30,"Reconhecer, relações lógico-discursivas de condição, marcadas por conjunções mais usuais em cartas do leitor.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL31,"Reconhecer, relações lógico-discursivas de adição, marcadas por conjunções mais usuais, em notícias.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL32,"Reconhecer, relações lógico-discursivas de oposição, marcadas por conjunções mais usuais em notícias.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL33,"Reconhecer, relações lógico-discursivas de condição, marcadas por conjunções mais usuais em notícias.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL34,"Reconhecer, relações lógico-discursivas de adição, marcadas por conjunções mais usuais, em reportagens adaptadas ao público infanto-juvenil.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL35,"Reconhecer, relações lógico-discursivas de oposição, marcadas por conjunções mais usuais em reportagens adaptadas ao público infanto-juvenil.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL36,"Reconhecer, relações lógico-discursivas de condição, marcadas por conjunções mais usuais em reportagens adaptadas ao público infanto-juvenil.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL37,"Reconhecer, relações lógico-discursivas de adição, marcadas por conjunções mais usuais, em texto de curiosidades.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL38,"Reconhecer, relações lógico-discursivas de oposição, marcadas por conjunções mais usuais em texto de curiosidades.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL39,"Reconhecer, relações lógico-discursivas de condição, marcadas por conjunções mais usuais em texto de curiosidades.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL40,"Reconhecer, relações lógico-discursivas de adição, marcadas por conjunções mais usuais, em artigo científico adaptado ao público infanto-juvenil.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL41,"Reconhecer, relações lógico-discursivas de oposição, marcadas por conjunções mais usuais em artigo científico adaptado ao público infanto-juvenil.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL42,"Reconhecer, relações lógico-discursivas de condição, marcadas por conjunções mais usuais em artigo científico adaptado ao público infanto-juvenil.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D23-3EF,"Identificar, em textos de nível 1,  o referente de pronomes pessoais do caso reto (anafórico) com referente próximo.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D23-3EF-CL01,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo em bilhetes.,x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-3EF,"Identificar, em textos de nível 1,  o referente de pronomes pessoais do caso reto (anafórico) com referente próximo.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D23-3EF-CL02,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo em cartas.,x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-3EF,"Identificar, em textos de nível 1,  o referente de pronomes pessoais do caso reto (anafórico) com referente próximo.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D23-3EF-CL03,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo em receita.,x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-3EF,"Identificar, em textos de nível 1,  o referente de pronomes pessoais do caso reto (anafórico) com referente próximo.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D23-3EF-CL04,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo em regra de jogo/brincadeira.,x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-3EF,"Identificar, em textos de nível 1,  o referente de pronomes pessoais do caso reto (anafórico) com referente próximo.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D23-3EF-CL05,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo em contos infantis.,x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-3EF,"Identificar, em textos de nível 1,  o referente de pronomes pessoais do caso reto (anafórico) com referente próximo.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D23-3EF-CL06,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo em fábulas.,x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-3EF,"Identificar, em textos de nível 1,  o referente de pronomes pessoais do caso reto (anafórico) com referente próximo.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D23-3EF-CL07,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo em poemas narrativos.,x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-3EF,"Identificar, em textos de nível 1,  o referente de pronomes pessoais do caso reto (anafórico) com referente próximo.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D23-3EF-CL08,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo em regras de convivência.,x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-3EF,"Identificar, em textos de nível 1,  o referente de pronomes pessoais do caso reto (anafórico) com referente próximo.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D23-3EF-CL09,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo em notícias.,x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-3EF,"Identificar, em textos de nível 1,  o referente de pronomes pessoais do caso reto (anafórico) com referente próximo.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D23-3EF-CL10,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo em cartas do leitor.,x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-3EF,"Identificar, em textos de nível 1,  o referente de pronomes pessoais do caso reto (anafórico) com referente próximo.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D23-3EF-CL11,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo em textos de curiosidades.,x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-4EF,"Identificar, em textos de nível 2,  o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos).","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D23-4EF-CL01,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos) em cartas.,x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-4EF,"Identificar, em textos de nível 2,  o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos).","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D23-4EF-CL02,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos) em diários.,x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-4EF,"Identificar, em textos de nível 2,  o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos).","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D23-4EF-C3,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos) em receita.,x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-4EF,"Identificar, em textos de nível 2,  o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos).","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D23-4EF-CL04,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos) em regra de jogo/brincadeira.,x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-4EF,"Identificar, em textos de nível 2,  o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos).","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D23-4EF-CL05,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos) em contos infantis.,x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-4EF,"Identificar, em textos de nível 2,  o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos).","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D23-4EF-CL06,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos) em fábulas.,x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-4EF,"Identificar, em textos de nível 2,  o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos).","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D23-4EF-CL07,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos) em poemas narrativos.,x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-4EF,"Identificar, em textos de nível 2,  o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos).","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D23-4EF-CL08,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos) em estatutos e leis adaptados ao público infantil.,x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-4EF,"Identificar, em textos de nível 2,  o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos).","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D23-4EF-CL09,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos) em notícias.,x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-4EF,"Identificar, em textos de nível 2,  o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos).","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D23-4EF-CL10,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos) em textos de curiosidades.,x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-5EF,"Identificar, em textos de nível 2, o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D23-5EF-CL01,"Identificar o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses em cartas.",x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-5EF,"Identificar, em textos de nível 2, o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D23-5EF-CL02,"Identificar o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses em diários.",x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-5EF,"Identificar, em textos de nível 2, o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D23-5EF-CL03,"Identificar o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses em instruções de montagem.",x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-5EF,"Identificar, em textos de nível 2, o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D233-5EF-CL04,"Identificar o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses em contos.",x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-5EF,"Identificar, em textos de nível 2, o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D23-5EF-CL05,"Identificar o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses em fábulas.",x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-5EF,"Identificar, em textos de nível 2, o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D23-5EF-CL06,"Identificar o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses em lendas.",x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-5EF,"Identificar, em textos de nível 2, o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D23-5EF-CL07,"Identificar o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses em texto dramático.",x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-5EF,"Identificar, em textos de nível 2, o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D23-5EF-CL07,"Identificar o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses em poemas.",x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-5EF,"Identificar, em textos de nível 2, o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D23-5EF-CL08,"Identificar o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses em estatutos e leis adaptados ao público infanto-juvenil.",x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-5EF,"Identificar, em textos de nível 2, o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D23-5EF-CL09,"Identificar o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses em cartas do leitor.",x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-5EF,"Identificar, em textos de nível 2, o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D23-5EF-CL10,"Identificar o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses em notícias.",x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-5EF,"Identificar, em textos de nível 2, o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D23-5EF-CL11,"Identificar o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses em reportagens adaptadas ao público infanto-juvenil.",x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-5EF,"Identificar, em textos de nível 2, o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D23-5EF-CL12,"Identificar o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses em texto de curiosidade.",x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D23-5EF,"Identificar, em textos de nível 2, o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D23-5EF-CL13,"Identificar o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses em artigo científico adaptado ao público infanto-juvenil.",x,x,x,x,x,2.0,EF35LP14,Identificar os mecanismos de referenciação lexical e pronominal.(5º ano)
D24-2EF,Reconhecer o efeito de sentido produzido pelo uso de recursos expressivos gráfico-visuais em textos multissemióticos.,Textos multissemióticos.,D24-2EF-CL01,Reconhecer o efeito de sentido produzido pelo uso de recursos expressivos gráfico-visuais em tirinhas.,x,x,x,x,x,2.0,EF15LP14,"Analisar os efeitos de sentido
de recursos multissemióticos
em textos que circulam em
diferentes suportes. (5º ano)
"
D24-2EF,Reconhecer o efeito de sentido produzido pelo uso de recursos expressivos gráfico-visuais em textos multissemióticos.,Textos multissemióticos.,D24-2EF-CL02,Reconhecer o efeito de sentido produzido pelo uso de recursos expressivos gráfico-visuais em histórias em quadrinhos.,x,x,x,x,x,2.0,EF15LP14,"Analisar os efeitos de sentido
de recursos multissemióticos
em textos que circulam em
diferentes suportes. (5º ano)
"
D24-3EF,"Reconhecer, em textos de nível 1,  o efeito de sentido produzido pelos pontos de exclamação e interrogação.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D24-3EF-CL01,Reconhecer o efeito de sentido produzido pelos pontos de exclamação e interrogação em bilhetes.,x,x,x,x,x,2.0,EF01LP14,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-3EF,"Reconhecer, em textos de nível 1,  o efeito de sentido produzido pelos pontos de exclamação e interrogação.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D24-3EF-CL02,Reconhecer o efeito de sentido produzido pelos pontos de exclamação e interrogação em cartas.,x,x,x,x,x,2.0,EF01LP14,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
D24-3EF,"Reconhecer, em textos de nível 1,  o efeito de sentido produzido pelos pontos de exclamação e interrogação.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D24-3EF-CL03,Reconhecer o efeito de sentido produzido pelos pontos de exclamação e interrogação em receita.,x,x,x,x,x,2.0,EF01LP14,"Analisar os efeitos de sentido
decorrentes do uso da
pontuação. (5º ano)
"
